"","disorder","sex","age","CIF","CIF_lb","CIF_ub","IR","IR_lb","IR_ub","disorder_group","disorder_full"
"216","SU","M",46,5.69,5.66,5.71,12.76,12.47,13.05,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"217","SU","M",46.5,5.74,5.72,5.77,12.78,12.5,13.06,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"218","SU","M",47,5.8,5.77,5.83,12.81,12.54,13.09,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"219","SU","M",47.5,5.86,5.83,5.89,12.84,12.57,13.12,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"220","SU","M",48,5.91,5.89,5.94,12.88,12.61,13.15,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"221","SU","M",48.5,5.97,5.94,6,12.9,12.62,13.18,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"222","SU","M",49,6.03,6,6.05,12.91,12.62,13.19,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"223","SU","M",49.5,6.08,6.06,6.11,12.89,12.59,13.19,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"224","SU","M",50,6.13,6.1,6.16,12.84,12.53,13.15,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"225","SU","M",50.5,6.18,6.15,6.21,12.75,12.44,13.07,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"226","SU","M",51,6.23,6.21,6.26,12.62,12.3,12.95,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"227","SU","M",51.5,6.29,6.26,6.31,12.45,12.13,12.78,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"228","SU","M",52,6.34,6.31,6.36,12.22,11.9,12.55,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"229","SU","M",52.5,6.38,6.35,6.41,11.94,11.63,12.26,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"230","SU","M",53,6.43,6.4,6.46,11.61,11.31,11.91,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"231","SU","M",53.5,6.48,6.45,6.51,11.24,10.96,11.53,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"232","SU","M",54,6.52,6.49,6.55,10.85,10.59,11.12,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"233","SU","M",54.5,6.56,6.53,6.59,10.44,10.2,10.7,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"234","SU","M",55,6.61,6.58,6.64,10.02,9.79,10.26,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"235","SU","M",55.5,6.65,6.63,6.68,9.6,9.38,9.83,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"236","SU","M",56,6.7,6.67,6.73,9.18,8.97,9.4,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"237","SU","M",56.5,6.74,6.71,6.77,8.77,8.56,8.98,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"238","SU","M",57,6.79,6.76,6.82,8.37,8.17,8.58,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"239","SU","M",57.5,6.83,6.8,6.86,7.99,7.79,8.2,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"240","SU","M",58,6.86,6.83,6.89,7.63,7.43,7.84,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"241","SU","M",58.5,6.9,6.87,6.93,7.3,7.09,7.51,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"242","SU","M",59,6.94,6.91,6.97,6.98,6.78,7.19,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"243","SU","M",59.5,6.98,6.95,7.01,6.7,6.5,6.9,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"244","SU","M",60,7.01,6.98,7.04,6.44,6.24,6.64,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"245","SU","M",60.5,7.04,7.01,7.07,6.21,6.01,6.4,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"246","SU","M",61,7.07,7.04,7.1,6,5.81,6.19,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"247","SU","M",61.5,7.1,7.07,7.13,5.81,5.63,5.99,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"248","SU","M",62,7.12,7.09,7.15,5.64,5.47,5.82,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"249","SU","M",62.5,7.15,7.12,7.18,5.49,5.33,5.66,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"250","SU","M",63,7.18,7.15,7.21,5.36,5.2,5.52,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"251","SU","M",63.5,7.21,7.18,7.24,5.23,5.08,5.39,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"252","SU","M",64,7.23,7.2,7.26,5.12,4.97,5.27,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"253","SU","M",64.5,7.25,7.22,7.28,5.02,4.87,5.17,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"254","SU","M",65,7.28,7.25,7.31,4.92,4.77,5.08,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"255","SU","M",65.5,7.3,7.27,7.33,4.83,4.68,4.99,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"256","SU","M",66,7.32,7.29,7.35,4.75,4.59,4.92,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"257","SU","M",66.5,7.34,7.31,7.37,4.67,4.5,4.85,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"258","SU","M",67,7.36,7.33,7.39,4.6,4.42,4.79,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"259","SU","M",67.5,7.38,7.35,7.41,4.53,4.33,4.74,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"260","SU","M",68,7.4,7.37,7.43,4.46,4.25,4.68,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"261","SU","M",68.5,7.41,7.38,7.44,4.39,4.17,4.63,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"262","SU","M",69,7.43,7.4,7.46,4.33,4.09,4.58,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"263","SU","M",69.5,7.45,7.42,7.48,4.26,4.01,4.53,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"264","SU","M",70,7.46,7.43,7.49,4.2,3.93,4.49,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"265","SU","M",70.5,7.48,7.45,7.51,4.13,3.85,4.44,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"266","SU","M",71,7.49,7.46,7.52,4.07,3.77,4.39,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"267","SU","M",71.5,7.51,7.47,7.54,4.01,3.7,4.35,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"268","SU","M",72,7.52,7.49,7.55,3.95,3.62,4.3,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"269","SU","M",72.5,7.53,7.5,7.56,3.89,3.55,4.26,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"270","SU","M",73,7.55,7.51,7.58,3.83,3.48,4.21,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"271","SU","M",73.5,7.56,7.53,7.59,3.77,3.41,4.17,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"272","SU","M",74,7.57,7.54,7.6,3.71,3.34,4.13,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"273","SU","M",74.5,7.58,7.55,7.61,3.66,3.27,4.09,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"274","SU","M",75,7.59,7.56,7.62,3.6,3.21,4.05,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"275","SU","M",75.5,7.61,7.58,7.64,3.55,3.14,4,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"276","SU","M",76,7.62,7.59,7.65,3.49,3.08,3.96,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"277","SU","M",76.5,7.63,7.6,7.66,3.44,3.02,3.92,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"278","SU","M",77,7.64,7.61,7.67,3.39,2.95,3.88,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"279","SU","M",77.5,7.65,7.62,7.68,3.34,2.89,3.85,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"280","SU","M",78,7.66,7.63,7.69,3.29,2.84,3.81,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"281","SU","M",78.5,7.67,7.64,7.7,3.24,2.78,3.77,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"282","SU","M",79,7.67,7.64,7.7,3.19,2.72,3.73,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"283","SU","M",79.5,7.68,7.65,7.71,3.14,2.67,3.69,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"284","SU","M",80,7.69,7.66,7.72,3.09,2.61,3.66,"Broad category","Mental and behavioral disorders due psychoactive substance abuse"
"285","AU","F",0,0,0,0,0,0,0,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"286","AU","F",10,0,0,0,0.16,0.13,0.2,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"287","AU","F",10.5,0,0,0,0.2,0.16,0.24,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"288","AU","F",11,0,0,0,0.25,0.21,0.29,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"289","AU","F",11.5,0,0,0,0.3,0.26,0.36,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"290","AU","F",12,0,0,0,0.37,0.32,0.43,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"291","AU","F",12.5,0,0,0,0.46,0.4,0.53,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"292","AU","F",13,0,0,0,0.57,0.5,0.64,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"293","AU","F",13.5,0,0,0,0.7,0.62,0.78,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"294","AU","F",14,0,0,0,0.86,0.77,0.95,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"295","AU","F",14.5,0,0,0,1.04,0.95,1.14,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"296","AU","F",15,0.01,0.01,0.01,1.27,1.17,1.37,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"297","AU","F",15.5,0.01,0.01,0.01,1.52,1.41,1.64,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"298","AU","F",16,0.02,0.02,0.02,1.82,1.7,1.94,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"299","AU","F",16.5,0.02,0.02,0.03,2.15,2.02,2.28,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"300","AU","F",17,0.03,0.03,0.03,2.51,2.37,2.65,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"301","AU","F",17.5,0.04,0.04,0.04,2.9,2.75,3.05,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"302","AU","F",18,0.05,0.05,0.05,3.3,3.14,3.47,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"303","AU","F",18.5,0.07,0.07,0.07,3.71,3.53,3.9,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"304","AU","F",19,0.09,0.09,0.1,4.1,3.91,4.31,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"305","AU","F",19.5,0.12,0.11,0.12,4.46,4.25,4.69,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"306","AU","F",20,0.14,0.14,0.15,4.77,4.54,5,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"307","AU","F",20.5,0.17,0.16,0.17,5,4.76,5.24,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"308","AU","F",21,0.19,0.19,0.2,5.15,4.91,5.39,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"309","AU","F",21.5,0.22,0.21,0.22,5.22,4.98,5.46,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"310","AU","F",22,0.24,0.23,0.25,5.21,4.99,5.45,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"311","AU","F",22.5,0.26,0.25,0.26,5.15,4.94,5.37,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"312","AU","F",23,0.28,0.27,0.29,5.03,4.83,5.25,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"313","AU","F",23.5,0.3,0.29,0.31,4.88,4.68,5.08,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"314","AU","F",24,0.32,0.32,0.33,4.69,4.5,4.89,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"315","AU","F",24.5,0.34,0.33,0.35,4.49,4.3,4.68,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"316","AU","F",25,0.36,0.36,0.37,4.28,4.09,4.47,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"317","AU","F",25.5,0.38,0.37,0.39,4.07,3.89,4.27,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"318","AU","F",26,0.4,0.39,0.41,3.88,3.69,4.07,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"319","AU","F",26.5,0.42,0.41,0.43,3.7,3.51,3.89,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"320","AU","F",27,0.43,0.43,0.44,3.54,3.36,3.73,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"321","AU","F",27.5,0.45,0.44,0.46,3.41,3.23,3.6,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"322","AU","F",28,0.47,0.46,0.48,3.3,3.12,3.49,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"323","AU","F",28.5,0.49,0.48,0.5,3.22,3.05,3.41,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"324","AU","F",29,0.51,0.5,0.51,3.18,3.01,3.35,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"325","AU","F",29.5,0.52,0.51,0.53,3.15,2.99,3.32,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"326","AU","F",30,0.54,0.53,0.55,3.15,3,3.31,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"327","AU","F",30.5,0.55,0.54,0.56,3.17,3.02,3.33,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"328","AU","F",31,0.57,0.56,0.58,3.21,3.06,3.36,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"329","AU","F",31.5,0.59,0.58,0.6,3.26,3.12,3.41,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"330","AU","F",32,0.61,0.6,0.62,3.33,3.19,3.48,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"331","AU","F",32.5,0.63,0.62,0.64,3.41,3.27,3.56,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"332","AU","F",33,0.64,0.63,0.65,3.51,3.36,3.67,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"333","AU","F",33.5,0.66,0.65,0.67,3.62,3.47,3.78,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"334","AU","F",34,0.68,0.67,0.69,3.74,3.58,3.91,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"335","AU","F",34.5,0.69,0.68,0.7,3.87,3.7,4.05,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"336","AU","F",35,0.71,0.7,0.72,4.01,3.83,4.2,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"337","AU","F",35.5,0.73,0.72,0.74,4.15,3.96,4.36,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"338","AU","F",36,0.75,0.74,0.76,4.3,4.1,4.51,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"339","AU","F",36.5,0.77,0.76,0.78,4.45,4.24,4.66,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"340","AU","F",37,0.78,0.77,0.79,4.59,4.39,4.81,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"341","AU","F",37.5,0.8,0.79,0.81,4.74,4.53,4.96,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"342","AU","F",38,0.82,0.81,0.83,4.88,4.68,5.1,"Specific disorder","Mental and behavioral disorders due to alcohol use"
"343","AU","F",38.5,0.85,0.83,0.86,5.03,4.83,5.23,"Specific disorder","Mental and behavioral disorders due to alcohol use"
